Crime_ID,Date_Reported,State,City,Crime_Type,Severity,Victim_Age,Victim_Gender,Reported_By,Arrest_Made,Suspect_Age,Suspect_Gender,Outcome,Officer_ID,Response_Time
1028,2021-05-18,Kaduna,Kaduna North,Burglary,1,41,Female,Citizen,No,,,Closed,OFF3988,120
1029,2020-01-06,Edo,Benin City,Homicide,4,18,Female,Media,No,,,Open,OFF8116,131
1030,2020-09-24,Kaduna,Kafanchan,Robbery,1,36,Female,Media,No,,,In Court,OFF4221,16
1031,2021-01-11,Rivers,Port Harcourt,Assault,3,53,Female,Media,No,,,Open,OFF4342,104
1032,2021-03-16,Oyo,Ogbomosho,Homicide,3,26,Male,Police,No,,,Open,OFF1029,85
1033,2020-05-29,Rivers,Bonny,Robbery,5,38,Male,Police,No,,,In Court,OFF6329,114
1034,2020-11-24,Rivers,Obio,Assault,4,59,Male,Police,Yes,56.0,Male,Closed,OFF5068,139
1035,2020-01-10,Kaduna,Kaduna North,Theft,2,66,Female,Citizen,No,,,In Court,OFF7301,140
1036,2020-11-03,Lagos,Yaba,Burglary,3,45,Male,Police,Yes,65.0,Female,Open,OFF9112,117
1037,2020-07-28,Edo,Benin City,Fraud,3,78,Male,Media,Yes,66.0,Female,Closed,OFF4083,63
1038,2020-12-29,Enugu,Enugu East,Fraud,2,70,Male,Media,Yes,19.0,Female,Open,OFF3102,162
1039,2022-07-05,Delta,Warri,Homicide,1,58,Female,Citizen,No,,,Open,OFF1572,17
1040,2022-05-18,Oyo,Iseyin,Theft,1,21,Female,Media,Yes,57.0,Male,Open,OFF7619,12
1041,2021-11-01,Edo,Benin City,Homicide,5,64,Female,Citizen,Yes,65.0,Female,Open,OFF7331,142
1042,2021-01-23,Enugu,Nsukka,Homicide,5,67,Female,Police,No,,,Open,OFF6676,176
1043,2021-11-20,Edo,Auchi,Fraud,1,33,Male,Police,No,,,Open,OFF5344,104
1044,2020-10-06,Rivers,Obio,Robbery,3,19,Female,Citizen,No,,,Closed,OFF8897,73
1045,2022-02-04,Ogun,Ijebu Ode,Homicide,4,58,Female,Media,No,,,Closed,OFF9174,51
1046,2021-01-22,Enugu,Awgu,Robbery,2,47,Female,Police,Yes,76.0,Female,Open,OFF8999,83
1047,2021-06-04,Ogun,Abeokuta,Robbery,4,68,Female,Police,No,,,In Court,OFF1236,167
1048,2022-08-30,Rivers,Obio,Homicide,5,60,Male,Police,Yes,74.0,Female,Open,OFF1773,175
1049,2021-10-09,Rivers,Bonny,Robbery,2,61,Female,Media,Yes,79.0,Female,In Court,OFF3515,94
1050,2020-02-21,Oyo,Ibadan,Theft,5,66,Female,Police,Yes,45.0,Male,Closed,OFF2884,119
1051,2022-08-21,Enugu,Enugu East,Theft,2,47,Female,Citizen,No,,,Closed,OFF6880,13
1052,2022-05-27,Ogun,Sagamu,Robbery,2,43,Female,Police,No,,,Open,OFF6195,103
1053,2021-03-01,Abuja,Wuse,Theft,2,16,Female,Police,Yes,51.0,Female,Closed,OFF1886,112
1054,2022-09-01,Abuja,Wuse,Assault,1,64,Male,Police,Yes,49.0,Female,In Court,OFF8947,124
1055,2022-01-22,Edo,Benin City,Burglary,4,67,Male,Citizen,No,,,Open,OFF5619,151
1056,2020-07-15,Abuja,Wuse,Theft,2,29,Female,Media,Yes,41.0,Female,Open,OFF5349,152
1057,2020-05-10,Oyo,Ogbomosho,Homicide,5,24,Male,Police,No,,,In Court,OFF2768,86
1058,2021-07-06,Rivers,Obio,Robbery,1,64,Male,Media,No,,,In Court,OFF6722,38
1059,2022-05-13,Kaduna,Zaria,Robbery,3,61,Male,Media,No,,,In Court,OFF9488,154
1060,2022-02-02,Lagos,Lekki,Burglary,2,24,Male,Police,Yes,34.0,Male,Closed,OFF3922,114
1061,2021-10-29,Abuja,Wuse,Fraud,4,15,Male,Police,Yes,32.0,Male,Closed,OFF4320,100
1062,2021-03-29,Edo,Auchi,Burglary,2,59,Male,Police,No,,,In Court,OFF7631,179
1063,2020-08-12,Abuja,Maitama,Robbery,5,55,Male,Police,Yes,41.0,Female,Closed,OFF8550,23
1064,2021-02-26,Rivers,Port Harcourt,Robbery,1,77,Male,Police,Yes,41.0,Male,Closed,OFF2265,85
1065,2021-07-10,Kaduna,Kafanchan,Theft,1,58,Female,Media,Yes,31.0,Male,Closed,OFF6131,9
1066,2020-09-05,Enugu,Nsukka,Assault,1,30,Female,Citizen,No,,,Open,OFF6013,37
1067,2021-03-28,Delta,Warri,Homicide,5,72,Female,Police,No,,,Closed,OFF5147,124
1068,2021-08-12,Abuja,Garki,Burglary,4,32,Female,Police,No,,,Closed,OFF3098,19
1069,2022-05-25,Enugu,Nsukka,Assault,3,32,Male,Citizen,Yes,74.0,Male,In Court,OFF8958,6
1070,2022-05-17,Oyo,Ibadan,Theft,3,46,Male,Media,No,,,Closed,OFF4506,144
1071,2021-02-24,Oyo,Iseyin,Homicide,1,66,Female,Citizen,Yes,25.0,Female,Open,OFF3684,111
1072,2020-04-29,Kaduna,Kafanchan,Homicide,4,64,Female,Police,Yes,67.0,Male,In Court,OFF8237,65
1073,2021-06-04,Kano,Tarauni,Fraud,2,29,Male,Media,Yes,61.0,Male,Open,OFF1526,73
1074,2021-11-05,Enugu,Awgu,Robbery,2,77,Female,Police,No,,,Open,OFF3407,164
1075,2020-10-03,Abuja,Maitama,Theft,1,79,Male,Citizen,No,,,Open,OFF2832,106
1076,2022-05-16,Oyo,Ibadan,Fraud,3,44,Female,Police,No,,,Open,OFF1911,85
1077,2022-01-24,Abuja,Garki,Theft,5,70,Female,Citizen,Yes,38.0,Female,In Court,OFF7275,142
1078,2021-03-14,Kaduna,Zaria,Fraud,2,18,Male,Citizen,No,,,Open,OFF7996,102
1079,2021-08-22,Delta,Ughelli,Assault,4,77,Female,Citizen,No,,,Open,OFF3786,37
1080,2020-01-23,Ogun,Ijebu Ode,Robbery,3,26,Female,Citizen,Yes,54.0,Male,Open,OFF2213,18
1081,2020-04-30,Oyo,Iseyin,Homicide,1,39,Male,Media,Yes,65.0,Female,Closed,OFF8065,62
1082,2020-06-01,Kano,Tarauni,Homicide,1,55,Female,Police,No,,,In Court,OFF9986,158
1083,2022-05-27,Ogun,Sagamu,Fraud,3,58,Female,Citizen,No,,,Closed,OFF4493,140
1084,2022-08-01,Ogun,Ijebu Ode,Homicide,1,75,Female,Media,No,,,Open,OFF6026,178
1085,2021-07-31,Enugu,Enugu East,Fraud,3,27,Female,Police,No,,,Open,OFF1792,54
1086,2022-04-16,Oyo,Ibadan,Burglary,5,24,Male,Media,Yes,29.0,Female,In Court,OFF9268,69
1087,2020-07-06,Lagos,Yaba,Assault,1,64,Male,Citizen,No,,,In Court,OFF3654,31
1088,2022-07-08,Kano,Ungogo,Theft,1,37,Male,Police,Yes,48.0,Female,Open,OFF9480,126
1089,2020-04-30,Ogun,Ijebu Ode,Theft,5,35,Female,Police,Yes,51.0,Female,Open,OFF1616,28
1090,2021-06-26,Lagos,Yaba,Burglary,5,69,Female,Citizen,Yes,37.0,Male,Open,OFF1209,124
1091,2021-10-21,Abuja,Garki,Fraud,1,46,Male,Police,Yes,57.0,Male,Open,OFF1068,137
1092,2022-08-18,Kano,Dala,Robbery,4,18,Male,Police,No,,,Closed,OFF4735,130
1093,2020-05-21,Rivers,Bonny,Robbery,1,47,Male,Media,No,,,In Court,OFF6306,112
1094,2022-03-04,Abuja,Maitama,Fraud,4,20,Male,Media,No,,,In Court,OFF2686,67
1095,2021-04-26,Abuja,Wuse,Robbery,4,16,Female,Police,No,,,Open,OFF5070,11
1096,2022-07-12,Ogun,Ijebu Ode,Robbery,2,48,Female,Police,No,,,In Court,OFF7757,22
1097,2021-07-28,Edo,Ekpoma,Robbery,4,52,Female,Media,No,,,Open,OFF9817,175
1098,2021-03-28,Rivers,Port Harcourt,Theft,2,80,Female,Media,Yes,74.0,Female,In Court,OFF4696,11
1099,2021-04-27,Kano,Tarauni,Burglary,3,66,Female,Police,No,,,In Court,OFF4660,81
1100,2022-01-14,Kano,Dala,Fraud,1,74,Female,Police,No,,,Open,OFF1111,167
1101,2021-10-02,Ogun,Ijebu Ode,Assault,2,77,Male,Media,Yes,72.0,Female,Open,OFF2274,25
1102,2020-09-09,Enugu,Awgu,Assault,5,56,Female,Media,No,,,In Court,OFF1270,5
1103,2022-07-28,Abuja,Garki,Homicide,3,16,Female,Police,No,,,Open,OFF2315,118
1104,2022-03-19,Rivers,Bonny,Fraud,3,27,Female,Police,Yes,59.0,Female,Open,OFF5110,105
1105,2020-07-18,Rivers,Obio,Assault,4,72,Male,Media,Yes,29.0,Male,In Court,OFF7040,104
1106,2020-12-02,Edo,Ekpoma,Theft,5,78,Female,Citizen,Yes,69.0,Female,Open,OFF1212,77
1107,2020-10-10,Enugu,Awgu,Homicide,3,26,Female,Media,No,,,Closed,OFF8209,122
1108,2022-01-02,Rivers,Bonny,Burglary,3,73,Male,Citizen,Yes,37.0,Female,Closed,OFF9616,172
1109,2020-12-10,Abuja,Garki,Burglary,2,44,Female,Police,Yes,46.0,Female,Closed,OFF2438,8
1110,2020-07-19,Abuja,Maitama,Burglary,5,49,Female,Media,No,,,Closed,OFF2339,125
1111,2022-08-27,Delta,Warri,Assault,5,59,Male,Police,Yes,45.0,Male,In Court,OFF4226,33
1112,2022-03-12,Rivers,Port Harcourt,Robbery,3,44,Male,Media,Yes,79.0,Male,In Court,OFF6510,10
1113,2020-04-21,Lagos,Ikeja,Robbery,4,28,Male,Media,Yes,74.0,Male,Open,OFF1674,61
1114,2021-09-14,Kano,Ungogo,Theft,1,37,Male,Citizen,Yes,69.0,Male,In Court,OFF7142,90
1115,2020-06-15,Enugu,Enugu East,Fraud,4,64,Male,Citizen,Yes,29.0,Male,Open,OFF3943,152
1116,2022-06-30,Enugu,Nsukka,Assault,3,41,Male,Citizen,No,,,Closed,OFF5230,175
1117,2020-12-28,Enugu,Awgu,Robbery,3,75,Female,Media,Yes,35.0,Female,Open,OFF4598,146
1118,2021-11-22,Edo,Ekpoma,Fraud,3,55,Female,Police,No,,,In Court,OFF4965,23
1119,2022-03-04,Oyo,Ibadan,Homicide,1,18,Male,Citizen,Yes,23.0,Female,Closed,OFF1366,83
1120,2022-04-26,Oyo,Ibadan,Robbery,4,52,Female,Citizen,Yes,23.0,Female,In Court,OFF2604,119
1121,2021-07-31,Delta,Ughelli,Theft,5,28,Male,Police,Yes,67.0,Female,In Court,OFF4525,24
1122,2020-12-07,Oyo,Iseyin,Burglary,1,69,Female,Police,Yes,74.0,Male,Closed,OFF8619,168
1123,2022-02-18,Kano,Ungogo,Assault,1,30,Female,Police,Yes,73.0,Male,Closed,OFF9356,123
1124,2020-10-12,Kano,Tarauni,Homicide,5,18,Female,Police,Yes,48.0,Male,Closed,OFF1270,112
1125,2020-07-16,Ogun,Ijebu Ode,Burglary,3,43,Male,Citizen,No,,,Closed,OFF1585,104
1126,2022-01-11,Kaduna,Zaria,Robbery,5,62,Male,Police,Yes,24.0,Male,In Court,OFF1240,103
1127,2020-06-01,Enugu,Nsukka,Theft,5,21,Female,Citizen,Yes,41.0,Male,In Court,OFF9198,19
1128,2020-02-10,Delta,Asaba,Assault,5,74,Female,Media,No,,,Open,OFF6139,178
1129,2020-05-31,Edo,Auchi,Fraud,1,18,Female,Citizen,No,,,Closed,OFF7105,98
1130,2021-05-04,Edo,Benin City,Fraud,3,47,Female,Media,No,,,Closed,OFF9004,61
1131,2020-01-20,Kano,Tarauni,Robbery,2,15,Female,Citizen,Yes,21.0,Male,Closed,OFF3269,164
1132,2020-04-29,Lagos,Ikeja,Theft,1,29,Female,Police,No,,,In Court,OFF6448,35
1133,2020-08-31,Edo,Auchi,Robbery,1,18,Female,Police,Yes,53.0,Male,In Court,OFF4931,20
1134,2020-06-03,Abuja,Wuse,Assault,4,57,Female,Police,No,,,Closed,OFF4632,37
1135,2021-08-09,Rivers,Port Harcourt,Theft,4,48,Male,Police,No,,,In Court,OFF6565,138
1136,2020-05-30,Kano,Ungogo,Theft,5,25,Male,Police,Yes,24.0,Male,Open,OFF2618,57
1137,2021-05-03,Ogun,Ijebu Ode,Theft,5,73,Female,Police,Yes,63.0,Female,In Court,OFF3327,27
1138,2021-08-31,Edo,Ekpoma,Robbery,1,69,Male,Citizen,Yes,56.0,Female,In Court,OFF1194,139
1139,2020-05-25,Kaduna,Kafanchan,Theft,2,48,Male,Citizen,Yes,67.0,Male,Open,OFF6423,141
1140,2021-08-29,Lagos,Yaba,Fraud,4,60,Female,Media,No,,,Open,OFF9308,56
1141,2022-01-19,Lagos,Ikeja,Theft,1,24,Female,Police,No,,,Closed,OFF3889,53
1142,2021-01-05,Kaduna,Kafanchan,Homicide,5,63,Female,Media,No,,,In Court,OFF1893,101
1143,2021-04-18,Rivers,Bonny,Theft,4,37,Male,Police,No,,,Open,OFF7620,90
1144,2021-03-11,Kaduna,Kaduna North,Robbery,3,52,Male,Media,No,,,Open,OFF3130,132
1145,2021-03-31,Kano,Ungogo,Theft,2,73,Male,Media,Yes,48.0,Male,In Court,OFF2147,44
1146,2021-01-24,Oyo,Ogbomosho,Robbery,4,61,Female,Police,No,,,Open,OFF9607,168
1147,2020-03-08,Delta,Ughelli,Assault,2,42,Female,Police,No,,,Open,OFF4604,25
1148,2022-04-11,Abuja,Maitama,Homicide,5,49,Female,Citizen,Yes,33.0,Female,Closed,OFF9040,12
1149,2021-06-18,Lagos,Yaba,Burglary,4,25,Female,Citizen,Yes,36.0,Male,Open,OFF9156,174
1150,2022-08-08,Kaduna,Kafanchan,Theft,1,19,Female,Media,No,,,Open,OFF7731,64
1151,2022-03-11,Enugu,Enugu East,Homicide,5,45,Female,Media,Yes,47.0,Male,Closed,OFF9321,68
1152,2020-10-04,Lagos,Ikeja,Burglary,2,55,Male,Media,Yes,24.0,Male,Closed,OFF7341,127
1153,2022-09-17,Abuja,Garki,Burglary,2,77,Male,Police,No,,,In Court,OFF2995,35
1154,2020-09-25,Rivers,Bonny,Homicide,2,34,Female,Media,Yes,46.0,Female,In Court,OFF2907,11
1155,2020-07-06,Enugu,Enugu East,Homicide,4,68,Male,Citizen,Yes,44.0,Male,Closed,OFF4195,84
1156,2022-06-19,Delta,Asaba,Theft,2,40,Male,Citizen,Yes,56.0,Female,Closed,OFF4166,128
1157,2022-04-20,Abuja,Maitama,Assault,3,31,Male,Media,Yes,17.0,Female,In Court,OFF7576,79
1158,2021-07-31,Kaduna,Kafanchan,Fraud,1,33,Female,Citizen,Yes,19.0,Female,Open,OFF7643,173
1159,2021-02-12,Enugu,Enugu East,Theft,4,80,Male,Police,No,,,In Court,OFF6607,147
1160,2021-05-04,Delta,Warri,Homicide,4,28,Male,Citizen,Yes,45.0,Male,Open,OFF3654,67
1161,2020-07-14,Rivers,Bonny,Assault,3,45,Female,Media,Yes,47.0,Male,Open,OFF2247,94
1162,2020-06-26,Oyo,Ogbomosho,Robbery,5,60,Female,Media,Yes,35.0,Female,Closed,OFF1776,180
1163,2020-03-15,Enugu,Awgu,Fraud,4,50,Male,Citizen,Yes,41.0,Male,In Court,OFF7554,80
1164,2020-05-16,Oyo,Iseyin,Homicide,3,51,Female,Citizen,No,,,In Court,OFF9977,18
1165,2020-06-27,Oyo,Ibadan,Robbery,2,42,Male,Police,No,,,Closed,OFF1407,12
1166,2020-03-01,Edo,Ekpoma,Theft,1,60,Female,Police,Yes,15.0,Female,In Court,OFF2214,157
1167,2021-06-17,Delta,Asaba,Burglary,1,79,Female,Police,Yes,65.0,Male,Closed,OFF3282,56
1168,2020-02-21,Kano,Dala,Assault,3,79,Male,Police,Yes,41.0,Female,Open,OFF2017,150
1169,2020-04-18,Delta,Asaba,Robbery,3,49,Male,Citizen,Yes,35.0,Female,In Court,OFF1994,139
1170,2020-08-16,Enugu,Nsukka,Assault,3,67,Female,Media,Yes,71.0,Female,In Court,OFF2915,162
1171,2020-03-26,Oyo,Iseyin,Robbery,2,74,Male,Media,Yes,78.0,Female,In Court,OFF9600,10
1172,2022-04-13,Delta,Asaba,Homicide,3,70,Female,Police,No,,,Open,OFF7669,162
1173,2020-07-18,Edo,Auchi,Robbery,3,36,Female,Police,No,,,Open,OFF2849,161
1174,2021-12-07,Abuja,Wuse,Robbery,3,53,Male,Police,Yes,37.0,Female,In Court,OFF3534,173
1175,2022-08-29,Abuja,Maitama,Robbery,1,58,Male,Police,No,,,Open,OFF4743,135
1176,2022-08-01,Kaduna,Kafanchan,Fraud,1,50,Male,Media,Yes,28.0,Female,In Court,OFF5386,55
1177,2020-12-23,Abuja,Wuse,Fraud,1,16,Male,Media,No,,,In Court,OFF4671,14
1178,2020-08-07,Edo,Ekpoma,Fraud,1,26,Male,Police,No,,,In Court,OFF4488,146
1179,2020-07-29,Kaduna,Zaria,Theft,3,54,Male,Media,Yes,45.0,Male,Open,OFF6534,90
1180,2020-12-26,Abuja,Wuse,Theft,1,37,Female,Police,Yes,23.0,Female,Open,OFF7844,58
1181,2021-01-25,Edo,Benin City,Burglary,5,32,Female,Police,Yes,46.0,Male,Open,OFF8162,41
1182,2020-07-04,Ogun,Sagamu,Robbery,3,28,Male,Citizen,Yes,67.0,Female,Open,OFF8636,7
1183,2021-03-28,Oyo,Ogbomosho,Burglary,2,17,Female,Citizen,No,,,Closed,OFF1391,90
1184,2022-03-03,Kaduna,Kaduna North,Theft,4,37,Female,Citizen,No,,,Closed,OFF2194,100
1185,2021-08-21,Edo,Ekpoma,Theft,5,42,Male,Police,No,,,Open,OFF7114,166
1186,2020-07-07,Kaduna,Kaduna North,Fraud,3,48,Female,Citizen,Yes,46.0,Female,In Court,OFF1913,71
1187,2021-06-15,Kano,Ungogo,Homicide,1,28,Male,Citizen,Yes,36.0,Male,Open,OFF5711,13
1188,2020-08-30,Delta,Ughelli,Robbery,1,75,Female,Citizen,No,,,In Court,OFF5036,143
1189,2022-01-29,Delta,Warri,Robbery,5,33,Male,Citizen,No,,,In Court,OFF5702,39
1190,2022-08-23,Enugu,Nsukka,Robbery,2,30,Female,Citizen,No,,,In Court,OFF6069,70
1191,2021-01-28,Ogun,Sagamu,Robbery,5,17,Male,Citizen,Yes,28.0,Male,Open,OFF9097,163
1192,2021-06-18,Ogun,Abeokuta,Homicide,3,44,Female,Citizen,Yes,61.0,Female,In Court,OFF9790,15
1193,2021-07-17,Oyo,Ibadan,Burglary,2,16,Male,Citizen,Yes,20.0,Female,Open,OFF1107,113
1194,2022-01-08,Enugu,Nsukka,Burglary,3,52,Female,Police,No,,,Closed,OFF5737,142
1195,2020-03-14,Kano,Ungogo,Fraud,2,62,Male,Police,No,,,Closed,OFF2209,98
1196,2020-01-15,Delta,Ughelli,Fraud,2,61,Female,Media,Yes,29.0,Male,Open,OFF4789,53
1197,2022-02-03,Delta,Ughelli,Theft,5,68,Male,Media,No,,,In Court,OFF7021,19
1198,2022-01-07,Abuja,Maitama,Theft,4,55,Female,Police,Yes,64.0,Male,Closed,OFF5886,158
1199,2022-01-03,Enugu,Awgu,Fraud,5,38,Male,Police,No,,,Closed,OFF2668,82
1200,2021-05-11,Oyo,Iseyin,Burglary,5,36,Male,Police,Yes,65.0,Female,Closed,OFF3558,51
1201,2021-12-19,Edo,Ekpoma,Burglary,5,45,Female,Media,Yes,34.0,Male,Open,OFF3887,151
1202,2020-07-27,Kano,Ungogo,Burglary,3,59,Female,Police,Yes,67.0,Male,Closed,OFF6467,19
1203,2020-10-23,Lagos,Yaba,Assault,5,70,Female,Police,No,,,Closed,OFF9759,135
1204,2020-06-27,Abuja,Wuse,Fraud,2,36,Female,Police,Yes,77.0,Male,In Court,OFF1191,65
1205,2022-09-17,Rivers,Port Harcourt,Robbery,1,48,Male,Citizen,Yes,46.0,Female,Closed,OFF4341,145
1206,2021-05-16,Delta,Asaba,Robbery,3,33,Male,Citizen,No,,,Open,OFF1374,146
1207,2020-11-30,Kaduna,Kafanchan,Burglary,5,58,Male,Media,Yes,68.0,Male,Open,OFF6055,142
1208,2021-10-02,Kano,Ungogo,Robbery,5,19,Female,Police,Yes,31.0,Female,In Court,OFF7566,11
1209,2021-08-02,Kano,Dala,Theft,1,63,Male,Citizen,Yes,23.0,Female,Closed,OFF9367,54
1210,2020-12-27,Enugu,Nsukka,Fraud,3,54,Female,Citizen,No,,,Open,OFF2279,18
1211,2022-05-07,Ogun,Ijebu Ode,Homicide,5,23,Male,Police,Yes,44.0,Female,In Court,OFF9697,141
1212,2021-10-17,Kano,Dala,Assault,5,57,Female,Media,Yes,41.0,Male,Closed,OFF6431,119
1213,2022-08-11,Lagos,Ikeja,Burglary,5,50,Female,Police,No,,,Closed,OFF4252,118
1214,2021-09-07,Kano,Dala,Robbery,2,31,Female,Citizen,Yes,76.0,Male,In Court,OFF4611,170
1215,2020-05-28,Edo,Benin City,Homicide,4,34,Male,Citizen,Yes,59.0,Female,Open,OFF6005,36
1216,2022-03-09,Edo,Benin City,Homicide,5,29,Male,Police,No,,,Open,OFF1203,160
1217,2020-04-01,Edo,Ekpoma,Assault,3,29,Female,Police,Yes,30.0,Female,Closed,OFF5219,139
1218,2020-08-15,Kaduna,Kafanchan,Assault,3,21,Male,Citizen,No,,,Closed,OFF8191,132
1219,2022-06-25,Delta,Asaba,Homicide,4,66,Male,Media,No,,,In Court,OFF9036,68
1220,2020-10-11,Rivers,Bonny,Assault,3,44,Male,Citizen,No,,,Closed,OFF6024,55
1221,2021-08-11,Kaduna,Zaria,Robbery,3,58,Female,Citizen,No,,,Open,OFF6797,122
1222,2020-03-23,Abuja,Wuse,Fraud,1,51,Female,Citizen,No,,,In Court,OFF7403,41
1223,2020-10-09,Oyo,Ogbomosho,Burglary,5,19,Male,Media,Yes,15.0,Male,Closed,OFF7257,64
1224,2020-01-24,Abuja,Garki,Theft,5,38,Female,Media,No,,,In Court,OFF7133,158
1225,2021-01-02,Oyo,Ibadan,Burglary,3,16,Female,Police,No,,,Closed,OFF6358,62
1226,2021-05-21,Delta,Ughelli,Burglary,4,44,Male,Media,No,,,Open,OFF4436,12
1227,2022-04-28,Kano,Ungogo,Fraud,5,29,Female,Media,Yes,22.0,Female,Closed,OFF7219,139
1228,2022-07-11,Kaduna,Kafanchan,Assault,4,42,Male,Media,Yes,28.0,Female,Open,OFF6765,69
1229,2021-02-27,Abuja,Maitama,Robbery,2,43,Male,Citizen,Yes,73.0,Male,In Court,OFF6684,69
1230,2022-03-03,Edo,Benin City,Assault,1,34,Male,Police,Yes,17.0,Male,In Court,OFF6398,116
1231,2022-08-17,Lagos,Lekki,Burglary,5,67,Female,Media,No,,,In Court,OFF9879,66
1232,2021-05-11,Enugu,Enugu East,Fraud,5,61,Female,Media,No,,,Open,OFF2742,36
1233,2021-04-27,Enugu,Awgu,Robbery,4,75,Male,Citizen,Yes,28.0,Female,Closed,OFF3369,94
1234,2021-07-22,Kano,Dala,Homicide,1,62,Male,Police,Yes,30.0,Female,In Court,OFF8399,69
1235,2021-05-07,Kano,Tarauni,Robbery,1,64,Male,Citizen,No,,,In Court,OFF9685,152
1236,2021-12-16,Enugu,Enugu East,Robbery,4,51,Male,Citizen,No,,,In Court,OFF1734,105
1237,2021-06-16,Delta,Ughelli,Robbery,5,35,Male,Police,Yes,63.0,Female,Open,OFF9713,16
1238,2020-06-07,Kano,Tarauni,Theft,4,30,Male,Citizen,Yes,22.0,Male,Open,OFF8190,94
1239,2020-12-23,Enugu,Enugu East,Burglary,2,56,Male,Police,No,,,Closed,OFF9068,27
1240,2020-10-18,Kaduna,Kaduna North,Assault,3,76,Female,Media,Yes,42.0,Male,Closed,OFF4377,55
1241,2022-04-23,Enugu,Awgu,Assault,2,30,Female,Media,No,,,In Court,OFF4274,138
1242,2021-12-15,Delta,Asaba,Burglary,5,80,Male,Citizen,No,,,In Court,OFF5385,124
1243,2020-03-02,Kaduna,Kafanchan,Homicide,3,18,Male,Media,Yes,41.0,Male,Closed,OFF1241,140
1244,2021-12-01,Kano,Tarauni,Robbery,5,70,Male,Police,Yes,30.0,Female,Closed,OFF9084,21
1245,2022-02-01,Ogun,Ijebu Ode,Homicide,5,72,Male,Citizen,No,,,In Court,OFF6638,69
1246,2020-03-07,Oyo,Ibadan,Assault,4,72,Female,Citizen,Yes,49.0,Female,Open,OFF4653,51
1247,2021-07-17,Abuja,Maitama,Assault,4,56,Male,Citizen,No,,,In Court,OFF5545,102
1248,2021-05-04,Abuja,Wuse,Fraud,3,43,Female,Media,No,,,Open,OFF4060,150
1249,2022-06-05,Delta,Asaba,Burglary,4,45,Female,Citizen,No,,,In Court,OFF7211,142
1250,2022-02-26,Oyo,Ogbomosho,Robbery,5,45,Male,Police,No,,,Open,OFF4283,44
1251,2021-11-27,Abuja,Garki,Homicide,1,63,Male,Police,No,,,Closed,OFF5521,174
1252,2022-07-14,Delta,Asaba,Fraud,5,47,Female,Media,Yes,16.0,Female,Closed,OFF1713,55
1253,2021-06-20,Oyo,Ibadan,Fraud,5,21,Male,Citizen,Yes,49.0,Male,Closed,OFF3057,176
1254,2021-03-07,Delta,Ughelli,Robbery,2,79,Female,Media,Yes,46.0,Male,Open,OFF5524,86
1255,2021-10-24,Kano,Dala,Burglary,5,31,Male,Media,Yes,57.0,Female,Open,OFF7546,34
1256,2021-04-04,Abuja,Maitama,Theft,1,78,Male,Media,Yes,63.0,Male,Closed,OFF8055,63
1257,2021-06-04,Edo,Auchi,Robbery,2,27,Male,Police,No,,,Open,OFF5363,122
1258,2021-12-04,Abuja,Wuse,Robbery,2,27,Female,Citizen,Yes,41.0,Female,Open,OFF3729,79
1259,2021-08-30,Delta,Ughelli,Assault,2,53,Male,Media,No,,,Open,OFF9195,158
1260,2020-03-17,Abuja,Garki,Fraud,2,59,Female,Citizen,Yes,55.0,Male,Open,OFF6755,123
1261,2021-01-10,Lagos,Yaba,Theft,1,67,Male,Citizen,Yes,65.0,Female,In Court,OFF4336,106
1262,2021-05-24,Rivers,Port Harcourt,Fraud,1,60,Female,Police,No,,,In Court,OFF3869,131
1263,2020-11-08,Kano,Ungogo,Assault,1,64,Male,Citizen,Yes,69.0,Female,Closed,OFF2179,44
1264,2021-06-09,Delta,Asaba,Homicide,2,72,Female,Citizen,Yes,51.0,Male,Closed,OFF3187,118
1265,2020-10-05,Ogun,Sagamu,Theft,4,26,Female,Media,Yes,39.0,Female,Open,OFF5515,132
1266,2021-05-26,Lagos,Ikeja,Theft,1,57,Male,Police,No,,,Closed,OFF5500,123
1267,2022-05-31,Lagos,Ikeja,Robbery,3,79,Male,Media,Yes,46.0,Male,Closed,OFF9001,43
1268,2022-09-18,Ogun,Sagamu,Homicide,2,46,Male,Police,No,,,In Court,OFF7180,131
1269,2021-05-11,Kano,Ungogo,Assault,5,29,Female,Media,Yes,52.0,Male,Open,OFF4257,174
1270,2021-10-05,Oyo,Ibadan,Fraud,1,23,Female,Police,No,,,In Court,OFF9963,58
1271,2020-07-12,Abuja,Wuse,Homicide,4,65,Female,Media,No,,,In Court,OFF5175,151
1272,2022-01-26,Enugu,Enugu East,Theft,4,78,Female,Citizen,Yes,20.0,Female,Open,OFF9227,56
1273,2020-07-09,Lagos,Yaba,Theft,5,32,Female,Citizen,No,,,In Court,OFF9622,170
1274,2020-03-25,Enugu,Awgu,Fraud,5,26,Female,Media,Yes,42.0,Male,Open,OFF7554,120
1275,2020-09-01,Abuja,Wuse,Homicide,4,20,Female,Police,Yes,47.0,Male,Open,OFF2206,26
1276,2022-06-20,Rivers,Obio,Theft,2,75,Female,Citizen,No,,,In Court,OFF2678,179
1277,2022-05-01,Kano,Ungogo,Assault,3,24,Female,Police,No,,,Closed,OFF4954,168
1278,2020-04-18,Lagos,Ikeja,Fraud,1,80,Male,Citizen,No,,,Closed,OFF1212,137
